keyword,total_search_volume,naver_total,naver_mobile,naver_pc,google_monthly_average,naver_competition,google_competition,google_competition_index,google_bid_low_krw,google_bid_high_krw,google_search_volume_2025_07,google_search_volume_2025_08,google_search_volume_2025_09,google_search_volume_2025_10,google_search_volume_2025_11,google_search_volume_2025_12,google_search_volume_2026_01,google_search_volume_2026_02,google_search_volume_2026_03,google_search_volume_2026_04,google_search_volume_2026_05,google_search_volume_2026_06,source_coverage,in_lesson_segment,in_local_segment,in_audience_segment,in_jobs_segment,in_parent_segment,in_naver_discovered_segment
수원 피아노 학원,160,140,110,30,20,높음,낮음,4,0,0,20,10,10,10,10,20,30,10,30,10,20,10,google+naver,1,1,0,0,0,0
보컬 입시 학원,160,140,110,30,20,높음,중간,37,606,3469,20,20,20,30,20,20,20,40,10,20,10,30,google+naver,1,0,0,0,0,0
야마하 p 95,160,140,120,20,20,중간,높음,68,0,0,10,10,30,20,30,20,20,30,40,10,20,10,google+naver,0,0,0,0,0,0
커즈와일 m115,160,140,130,10,20,높음,중간,34,0,0,10,20,20,20,20,20,10,10,20,30,20,10,google+naver,0,0,0,0,0,0
세종 피아노 학원,160,150,130,20,10,높음,낮음,17,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,1,1,0,0,0,0
포르테 음악 학원,160,150,140,10,10,중간,낮음,0,0,0,10,10,10,20,10,10,10,10,10,10,10,10,google+naver,1,0,0,0,0,0
목동 피아노 학원,160,150,120,30,10,높음,낮음,16,0,0,10,10,20,10,10,20,10,10,10,10,10,10,google+naver,1,1,0,0,0,0
부천 피아노 학원,160,150,110,40,10,높음,낮음,7,0,0,10,10,10,20,10,10,10,20,10,10,10,10,google+naver,1,1,0,0,0,0
5 세 피아노,160,150,130,20,10,높음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,1,0,1,0
커즈와일 md1,160,150,140,10,10,높음,높음,73,0,0,10,20,10,10,10,10,20,10,20,20,20,10,google+naver,0,0,0,0,0,0
지판 화성학,160,150,110,40,10,낮음,낮음,13,0,0,10,10,10,30,10,10,10,10,10,10,20,40,google+naver,0,1,0,0,0,0
버추얼 피아노,155,15,10,5,140,높음,낮음,1,0,0,110,90,110,140,140,170,70,70,170,170,210,390,google+naver,0,0,0,0,0,0
샌즈 노래 악보,155,15,10,5,140,낮음,낮음,0,0,0,110,90,170,210,140,170,70,40,110,110,140,170,google+naver,0,0,0,0,0,0
마음 만 은 피아니스트 앱,155,15,10,5,140,낮음,낮음,0,0,0,70,90,50,90,70,70,110,90,720,140,70,90,google+naver,0,0,0,0,0,0
c m7 코드 피아노,155,45,40,5,110,낮음,낮음,1,0,0,140,110,110,110,110,110,140,110,140,90,140,90,google+naver,0,0,0,0,0,0
너의 이름 은 피아노,155,45,40,5,110,낮음,낮음,1,0,0,170,170,110,140,110,90,90,90,110,90,90,90,google+naver,0,0,0,0,0,0
중고 피아노 처분,155,45,40,5,110,높음,낮음,1,0,0,140,90,90,90,90,70,140,140,90,90,140,90,google+naver,0,0,0,0,0,0
영창 피아노 중고 처분,155,45,40,5,110,높음,낮음,3,0,0,210,140,170,140,70,110,90,110,90,90,90,90,google+naver,0,0,0,0,0,0
bm 코드 피아노,155,65,60,5,90,낮음,낮음,1,0,0,70,50,70,90,70,90,90,70,110,90,140,110,google+naver,0,0,0,0,0,0
all of me 피아노 악보,155,85,80,5,70,낮음,낮음,0,0,0,70,110,50,50,50,50,40,50,90,70,70,50,google+naver,0,0,0,0,0,0
em7 코드 피아노,155,105,100,5,50,중간,낮음,0,0,0,50,50,50,70,40,50,40,40,40,40,40,50,google+naver,0,0,0,0,0,0
위드 피아노 연애,150,10,5,5,140,낮음,낮음,0,0,0,140,140,140,140,110,140,110,140,170,140,110,140,google+naver,0,0,0,0,0,0
피아노 초보 연습곡,150,10,5,5,140,낮음,낮음,9,2385,7658,170,140,170,170,170,170,110,140,140,110,170,110,google+naver,0,0,0,0,0,0
쉬운 디즈니 피아노 악보,150,10,5,5,140,낮음,낮음,14,0,0,170,110,140,140,110,140,170,110,110,110,170,140,google+naver,0,0,0,0,0,0
쉬운 지브리 피아노 악보,150,10,5,5,140,낮음,낮음,11,0,0,110,110,110,90,90,110,170,170,170,170,140,140,google+naver,0,0,0,0,0,0
하울 의 움직이는 성 피아노 악보 쉬운 버전,150,10,5,5,140,낮음,낮음,1,0,0,110,110,110,90,90,110,210,170,170,170,210,210,google+naver,0,0,0,0,0,0
콘솔 형 피아노,150,40,30,10,110,높음,낮음,3,0,0,30,20,30,20,30,70,110,140,170,170,210,210,google+naver,0,0,0,0,0,0
아베크 실용 음악 학원,150,40,20,20,110,중간,중간,38,416,1033,110,110,110,90,110,90,110,90,140,110,110,70,google+naver,1,0,0,0,0,0
프레데릭 쇼팽,150,40,30,10,110,낮음,낮음,0,0,0,90,90,110,170,140,90,70,90,170,140,110,140,google+naver,0,0,0,0,0,0
커즈와일 신디,150,60,50,10,90,높음,높음,77,98,621,90,70,90,90,90,90,140,70,110,90,110,90,google+naver,0,0,0,0,0,0
this is me 악보,150,80,70,10,70,중간,낮음,0,0,0,70,70,70,70,90,70,50,70,70,70,110,90,google+naver,0,0,0,0,0,0
문 리버 피아노 악보,150,80,70,10,70,낮음,낮음,0,0,0,70,50,50,50,70,50,50,40,40,50,70,90,google+naver,0,0,0,0,0,0
바흐 피아노,150,110,100,10,40,높음,낮음,0,0,0,40,50,40,50,40,40,20,30,50,50,40,40,google+naver,0,0,0,0,0,0
디지털 피아노 헤드폰,150,120,70,50,30,높음,높음,100,0,0,30,40,30,40,30,20,40,30,30,30,20,20,google+naver,0,0,0,0,0,0
전자 피아노 수리,150,120,110,10,30,높음,낮음,13,543,1313,40,40,30,30,50,30,30,20,20,40,20,20,google+naver,0,0,0,0,0,0
아이엠 실용 음악 학원,150,130,120,10,20,중간,낮음,11,702,1785,30,10,10,10,20,20,20,20,40,20,10,20,google+naver,1,0,1,0,0,0
크림 실용 음악 학원,150,130,120,10,20,중간,낮음,9,0,0,20,30,20,20,10,30,40,20,30,20,20,10,google+naver,1,0,0,0,0,0
광주 피아노 학원,150,140,110,30,10,높음,낮음,16,0,0,20,10,10,10,20,10,10,10,30,20,10,10,google+naver,1,1,0,0,0,0
d 코드 피아노,145,35,30,5,110,낮음,낮음,1,0,0,110,110,140,140,140,140,110,90,140,110,140,110,google+naver,0,0,0,0,0,0
faded 피아노 악보,145,35,30,5,110,낮음,낮음,0,0,0,110,50,170,140,140,110,110,90,110,110,110,90,google+naver,0,0,0,0,0,0
second run 악보,145,35,30,5,110,낮음,낮음,0,0,0,140,110,90,90,110,140,170,90,70,140,110,110,google+naver,0,0,0,0,0,0
거미 가 줄 을 타고 올라 갑니다 악보,145,35,30,5,110,낮음,낮음,0,0,0,90,90,110,110,70,110,90,70,140,110,140,110,google+naver,0,0,0,0,0,0
밀월 피아노 악보,145,35,30,5,110,낮음,낮음,1,0,0,90,90,50,110,90,110,110,90,110,140,210,170,google+naver,0,0,0,0,0,0
무료 피아노 앱,145,35,30,5,110,높음,낮음,14,222,518,90,140,170,170,110,140,110,50,140,140,70,90,google+naver,0,0,0,0,0,0
썸머 악보 쉬운 버전,145,35,30,5,110,낮음,낮음,0,0,0,110,70,70,110,70,170,210,140,90,170,210,90,google+naver,0,0,0,0,0,0
e7 코드 피아노,145,55,50,5,90,낮음,낮음,0,0,0,70,70,70,110,90,90,110,90,110,110,140,90,google+naver,0,0,0,0,0,0
em 코드 피아노,145,55,50,5,90,낮음,낮음,3,0,0,70,50,70,70,90,90,90,70,90,90,90,90,google+naver,0,0,0,0,0,0
보헤미안 랩소디 피아노 악보,145,55,50,5,90,낮음,낮음,1,0,0,110,70,140,110,110,70,50,50,50,50,70,70,google+naver,0,0,0,0,0,0
악보 피아노,145,55,50,5,90,높음,낮음,7,0,0,50,90,90,90,110,90,70,90,90,70,90,90,google+naver,0,0,0,0,0,0
피아노 g 코드,145,55,50,5,90,높음,낮음,1,0,0,90,90,90,140,110,110,70,70,90,70,110,70,google+naver,0,0,0,0,0,0
히사이시,145,55,50,5,90,낮음,낮음,0,0,0,110,70,90,50,50,50,90,70,70,110,90,140,google+naver,0,0,0,0,0,0
마법 의 성 피아노 악보,145,75,70,5,70,낮음,낮음,0,0,0,70,70,70,70,70,50,70,50,50,70,70,50,google+naver,0,0,0,0,0,0
야마하 p35,145,115,110,5,30,높음,높음,70,0,0,40,40,20,30,10,20,40,30,50,40,30,30,google+naver,0,0,0,0,0,0
유니온 실용 음악 학원,145,115,110,5,30,중간,낮음,2,0,0,40,30,30,40,30,50,50,20,40,30,20,10,google+naver,1,0,0,0,0,0
피아노 키,140,50,40,10,90,높음,낮음,2,0,0,70,70,90,70,70,50,90,90,90,140,140,140,google+naver,0,0,0,0,0,0
김광석 기타 악보,140,50,40,10,90,낮음,낮음,5,0,0,110,90,90,110,140,90,70,70,90,70,70,50,google+naver,0,0,0,0,0,0
꽃들 도 피아노 악보,140,50,40,10,90,낮음,낮음,0,0,0,70,70,70,40,90,90,90,90,90,90,70,70,google+naver,0,0,0,0,0,0
나는 나비 피아노 악보,140,50,40,10,90,낮음,낮음,0,0,0,90,70,90,90,140,110,50,40,90,140,140,110,google+naver,0,0,0,0,0,0
무료 기타 악보,140,50,30,20,90,낮음,낮음,3,0,0,90,110,110,90,110,140,110,70,70,70,90,90,google+naver,0,0,0,0,0,0
비창 3 악장 악보,140,50,40,10,90,낮음,낮음,0,0,0,110,110,110,90,110,90,70,90,90,90,90,90,google+naver,0,0,0,0,0,0
성시경 거리 에서 악보,140,50,40,10,90,낮음,낮음,0,0,0,50,70,70,40,110,70,90,90,90,170,110,110,google+naver,0,0,0,0,0,0
중고 피아노 시세,140,50,30,20,90,높음,낮음,1,0,0,140,170,70,50,70,110,140,50,40,70,40,50,google+naver,0,0,0,0,0,0
로즈 피아노,140,70,50,20,70,높음,낮음,18,0,0,50,70,70,90,110,50,50,70,110,70,90,90,google+naver,0,0,0,0,0,0
when the love falls 악보,140,70,60,10,70,낮음,낮음,0,0,0,90,90,50,70,70,90,90,50,90,50,50,50,google+naver,0,0,0,0,0,0
소나티네 악보 pdf,140,70,50,20,70,낮음,낮음,0,0,0,90,140,140,170,210,40,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
쇼팽 스케르초 2 번 악보,140,70,60,10,70,낮음,낮음,2,0,0,110,90,90,70,70,50,50,70,70,70,70,90,google+naver,0,0,0,0,0,0
피아노 가요,140,70,40,30,70,낮음,낮음,0,0,0,110,90,90,70,90,70,50,40,90,70,70,90,google+naver,0,0,0,0,0,0
마스터 키보드 49,140,70,40,30,70,높음,높음,82,0,0,70,50,50,50,50,50,70,70,70,70,70,70,google+naver,0,0,0,0,0,0
나무 피아노,140,90,80,10,50,높음,낮음,2,0,0,50,50,50,50,70,40,30,30,50,70,50,70,google+naver,0,0,0,0,0,0
옴니 스 피아노,140,90,80,10,50,낮음,낮음,2,0,0,70,70,40,70,40,40,70,50,70,90,40,50,google+naver,0,0,0,0,0,0
you got a friend in me 악보,140,90,80,10,50,낮음,낮음,0,0,0,50,40,30,30,50,20,30,40,50,50,70,210,google+naver,0,0,0,0,0,0
러브 스토리 피아노 악보,140,90,80,10,50,낮음,낮음,1,0,0,10,20,30,30,50,30,90,70,70,70,140,110,google+naver,0,0,0,0,0,0
코드 반주,140,90,70,20,50,낮음,낮음,12,0,0,50,50,70,50,40,40,50,70,90,70,40,50,google+naver,1,0,0,0,0,0
재즈 피아노 레슨,140,100,80,20,40,높음,중간,61,885,1982,40,40,50,40,40,50,30,40,40,30,20,30,google+naver,1,0,0,0,0,0
알프레드 피아노,140,100,90,10,40,높음,낮음,15,0,0,30,50,30,40,30,20,70,40,50,50,40,40,google+naver,0,0,0,0,0,0
야마하 디지털 피아노 p 125,140,100,90,10,40,높음,중간,34,0,0,30,40,40,40,20,40,50,40,40,40,40,30,google+naver,0,0,0,0,0,0
피아노 인테리어,140,100,90,10,40,높음,낮음,0,0,0,40,40,40,40,40,20,50,30,30,30,40,30,google+naver,0,0,0,0,0,0
듀로 h1,140,110,90,20,30,높음,높음,81,190,706,30,40,30,10,20,40,20,50,30,20,40,30,google+naver,0,0,0,0,0,0
어드벤처 피아노,140,110,100,10,30,높음,중간,40,0,0,20,20,20,30,20,30,30,30,30,30,30,30,google+naver,0,0,0,0,0,0
포터블 피아노,140,110,90,20,30,높음,높음,77,216,288,40,20,20,20,30,30,10,20,50,40,40,40,google+naver,0,0,0,0,0,0
피아노 아카데미아,140,110,90,20,30,높음,중간,36,0,0,30,30,20,30,20,30,30,30,40,50,30,30,google+naver,0,0,0,0,0,0
전자 피아노 야마하,140,110,90,20,30,높음,높음,93,76,314,30,20,10,30,30,50,30,20,30,20,40,30,google+naver,0,0,0,0,0,0
피아노 이사,140,110,90,20,30,높음,중간,41,782,1900,30,30,20,30,20,30,50,30,40,30,30,10,google+naver,0,0,0,0,0,0
야마하 p121,140,120,110,10,20,높음,높음,91,0,0,10,10,10,20,10,20,30,50,20,40,10,10,google+naver,0,0,0,0,0,0
청주 피아노 학원,140,120,100,20,20,높음,낮음,15,397,1144,20,20,20,40,20,20,10,30,10,10,10,30,google+naver,1,1,0,0,0,0
드림 실용 음악 학원,140,120,110,10,20,높음,낮음,3,0,0,30,10,10,20,30,20,20,10,20,10,10,10,google+naver,1,0,0,0,0,0
의정부 피아노 학원,140,130,100,30,10,높음,낮음,21,690,1364,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,1,1,0,0,0,0
시니어 피아노,140,130,120,10,10,높음,중간,43,0,0,10,10,10,10,10,10,10,10,20,20,10,10,google+naver,0,0,1,0,0,0
구리 보컬 학원,140,130,80,50,10,높음,중간,43,0,0,10,10,10,20,30,10,10,10,10,10,10,10,google+naver,1,1,0,0,0,0
반포 피아노 학원,140,140,130,10,0,높음,정보없음,0,0,0,,,,,,,,,,,,,google+naver,1,1,0,0,0,0
미사 피아노 학원,140,140,100,40,0,높음,정보없음,0,0,0,,,,,,,,,,,,,google+naver,1,1,0,0,0,0
원주 피아노 학원,140,140,120,20,0,높음,정보없음,0,0,0,,,,,,,,,,,,,google+naver,1,1,0,0,0,0
순천 피아노 학원,140,140,120,20,0,높음,정보없음,0,0,0,,,,,,,,,,,,,google+naver,1,1,0,0,0,0
말할 수 없는 비밀 쇼팽 왈츠 악보,135,25,20,5,110,낮음,낮음,0,0,0,140,110,110,140,140,140,140,90,110,70,140,110,google+naver,0,0,0,0,0,0
바다 가 보이는 마을 피아노,135,25,20,5,110,낮음,낮음,0,0,0,90,70,90,90,70,50,70,70,90,110,210,320,google+naver,0,0,0,0,0,0
멜로디언 가격,135,25,20,5,110,높음,중간,53,18,118,90,70,110,110,210,170,110,90,90,70,70,90,google+naver,0,0,0,0,0,0
영창 피아노 중고 가격,135,45,40,5,90,높음,높음,67,0,0,110,110,90,110,110,90,90,90,90,110,70,70,google+naver,0,0,0,0,0,0
faded 악보,135,45,40,5,90,낮음,낮음,0,0,0,90,90,170,90,140,140,90,90,70,90,70,70,google+naver,0,0,0,0,0,0
도레미 송 피아노 악보,135,45,40,5,90,낮음,낮음,1,0,0,70,70,90,70,90,70,90,50,70,90,110,70,google+naver,0,0,0,0,0,0
레몬 피아노 악보,135,45,40,5,90,낮음,낮음,0,0,0,50,50,70,90,90,70,110,70,110,70,110,70,google+naver,0,0,0,0,0,0
피아노 재즈,135,45,40,5,90,높음,낮음,5,0,0,90,90,110,90,110,90,90,90,110,90,110,90,google+naver,0,0,0,0,0,0
bm7 코드 피아노,135,65,60,5,70,낮음,낮음,0,0,0,40,40,70,50,50,70,110,90,90,90,110,90,google+naver,0,0,0,0,0,0
발라드 피아노 악보,135,65,60,5,70,낮음,낮음,6,0,0,50,50,50,70,70,70,50,70,70,50,50,70,google+naver,0,0,0,0,0,0
센과 치히로 피아노 악보,135,65,60,5,70,낮음,낮음,0,0,0,90,40,50,70,50,50,70,90,70,70,70,50,google+naver,0,0,0,0,0,0
피아노 악보 읽는 법,135,65,60,5,70,높음,낮음,2,0,0,70,50,50,40,50,50,70,40,110,140,70,90,google+naver,0,0,0,0,0,0
피아노 학원 알바,135,95,90,5,40,높음,중간,52,118,1348,40,30,50,20,50,40,50,30,40,50,20,30,google+naver,1,0,0,1,0,0
어린이 피아노 학원,135,125,120,5,10,높음,낮음,25,0,0,10,10,20,10,10,10,10,10,50,10,10,10,google+naver,1,0,1,0,1,0
야마하 clp 430,135,125,120,5,10,높음,높음,91,0,0,10,10,10,10,40,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
가상 건반,130,20,10,10,110,중간,낮음,0,0,0,70,90,90,90,110,140,90,70,110,140,110,110,google+naver,0,0,0,0,0,0
인생 의 회전 목마 피아노 악보 pdf,130,20,10,10,110,낮음,낮음,0,0,0,320,260,260,210,170,20,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
기타 피아노,130,40,30,10,90,높음,낮음,14,0,0,90,70,70,140,110,110,110,90,90,140,90,90,google+naver,0,0,0,0,0,0
성시경 너의 모든 순간 악보,130,40,30,10,90,낮음,낮음,0,0,0,50,40,70,50,70,140,90,70,110,140,110,70,google+naver,0,0,0,0,0,0
카를 체르니,130,40,30,10,90,낮음,낮음,0,0,0,70,110,140,260,140,90,40,50,70,50,90,70,google+naver,0,0,0,0,0,0
방과후 아동 지도사,130,40,20,20,90,높음,낮음,10,765,1864,170,210,70,70,90,110,170,50,40,70,50,40,google+naver,0,0,0,1,0,0
피아노 악기,130,60,50,10,70,높음,낮음,4,0,0,70,70,50,40,90,90,50,40,70,70,70,70,google+naver,0,0,0,0,0,0
피아노 취미,130,60,50,10,70,높음,낮음,7,903,2764,90,70,70,90,110,90,70,50,70,50,90,50,google+naver,0,0,0,0,0,0
way back home 피아노 악보,130,60,50,10,70,낮음,낮음,1,0,0,90,70,90,70,70,90,70,50,90,70,90,70,google+naver,0,0,0,0,0,0
고향 의 봄 피아노 악보,130,60,50,10,70,낮음,낮음,0,0,0,40,50,50,90,70,70,70,50,90,70,70,110,google+naver,0,0,0,0,0,0
말할 수 없는 비밀 흑건 백건 악보,130,60,50,10,70,낮음,낮음,0,0,0,70,50,90,70,70,70,70,50,70,50,90,70,google+naver,0,0,0,0,0,0
베토벤 바이러스 쉬운 악보,130,60,50,10,70,낮음,낮음,0,0,0,110,70,70,50,70,90,70,40,70,90,70,50,google+naver,0,0,0,0,0,0
썸머 바이올린 악보,130,60,50,10,70,낮음,낮음,0,0,0,90,40,50,50,70,70,40,50,40,70,70,90,google+naver,0,0,0,0,0,0
피아노 층간 소음,130,60,50,10,70,높음,낮음,10,0,0,40,40,50,50,70,90,90,70,70,90,70,40,google+naver,0,0,0,0,0,0
summer 피아노 악보 계이름,130,80,70,10,50,낮음,낮음,1,0,0,70,30,30,50,70,40,50,40,20,20,70,70,google+naver,0,0,0,0,0,0
문어 의 꿈 피아노 악보,130,80,70,10,50,낮음,낮음,0,0,0,50,50,50,50,70,70,40,40,70,50,70,70,google+naver,0,0,0,0,0,0
커즈와일 km88,130,80,70,10,50,높음,높음,97,183,612,50,40,30,50,30,40,40,50,70,30,40,50,google+naver,0,0,0,0,0,0
하이브리드 피아노,130,90,70,20,40,높음,중간,59,0,0,30,30,40,30,70,40,40,20,40,70,50,40,google+naver,0,0,0,0,0,0
자 일러 피아노,130,100,80,20,30,중간,낮음,0,0,0,30,30,30,50,40,20,30,20,20,20,20,20,google+naver,0,0,0,0,0,0
피아노 헤드폰,130,100,80,20,30,높음,높음,90,0,0,30,20,20,20,30,20,40,20,40,30,20,40,google+naver,0,0,0,0,0,0
제 니오 사일런트,130,110,100,10,20,중간,낮음,16,333,511,20,20,20,30,30,10,20,10,30,10,20,30,google+naver,0,0,0,0,0,0
창원 피아노 학원,130,110,90,20,20,높음,낮음,10,0,0,20,10,10,10,20,20,30,10,20,10,70,20,google+naver,1,1,0,0,0,0
실용 음악 입시 학원,130,110,90,20,20,높음,높음,70,472,2666,20,10,10,10,30,30,10,30,50,20,20,20,google+naver,1,0,0,0,0,0
얼라이브 실용 음악 학원,130,110,80,30,20,중간,낮음,10,475,1235,20,20,10,20,10,10,10,10,10,20,10,20,google+naver,1,0,0,0,0,0
치기 쉬운 피아노 곡,130,110,100,10,20,낮음,낮음,1,0,0,20,10,20,20,30,30,20,20,30,30,20,20,google+naver,0,0,0,0,0,0
야마하 전자 피아노 수리,130,110,100,10,20,중간,낮음,12,0,0,20,20,20,20,20,10,20,20,30,10,20,10,google+naver,0,0,0,0,0,0
아투 리아 키랩 88,130,110,90,20,20,높음,높음,100,296,579,30,20,10,30,20,30,40,20,10,10,10,30,google+naver,0,0,0,0,0,0
서면 피아노 학원,130,120,80,40,10,높음,낮음,19,0,0,10,10,0,10,10,10,10,10,10,10,10,10,google+naver,1,1,0,0,0,0
부평 피아노 학원,130,120,100,20,10,높음,낮음,26,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,1,1,0,0,0,0
부산 성인 피아노 학원,130,120,90,30,10,높음,낮음,29,0,0,10,10,10,10,30,10,10,10,10,10,10,10,google+naver,1,1,1,0,0,0
익산 피아노 학원,130,120,110,10,10,높음,낮음,16,0,0,0,10,10,10,10,10,10,10,10,10,10,10,google+naver,1,1,0,0,0,0
홍대 미디 학원,130,120,70,50,10,높음,낮음,23,479,7104,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,1,1,0,0,0,0
방문 피아노,130,120,110,10,10,높음,낮음,14,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
춘천 피아노 학원,130,130,110,20,0,높음,정보없음,0,0,0,,,,,,,,,,,,,google+naver,1,1,0,0,0,0
lost stars 기타 악보,125,15,10,5,110,낮음,낮음,0,0,0,140,170,140,170,140,70,50,90,50,70,70,70,google+naver,0,0,0,0,0,0
골든아워 피아노 악보,125,15,10,5,110,낮음,낮음,1,0,0,110,170,170,170,140,90,90,90,90,70,70,50,google+naver,0,0,0,0,0,0
녹턴 2 번 악보,125,15,5,10,110,낮음,낮음,0,0,0,140,110,110,140,140,140,140,90,70,90,140,70,google+naver,0,0,0,0,0,0
아로하 우쿨렐레 악보,125,15,10,5,110,낮음,낮음,0,0,0,110,70,140,140,140,110,50,40,70,90,170,170,google+naver,0,0,0,0,0,0
신디 키보드,125,15,10,5,110,높음,높음,77,0,0,70,90,50,110,90,140,140,110,140,110,170,170,google+naver,0,0,0,0,0,0
스타 인 웨이 그랜드 피아노 가격,125,35,30,5,90,높음,낮음,15,0,0,50,90,90,90,70,70,110,110,90,110,110,110,google+naver,0,0,0,0,0,0
피아노 비슷한 악기,125,35,30,5,90,높음,낮음,11,0,0,70,70,90,90,90,70,70,70,110,90,90,90,google+naver,0,0,0,0,0,0
피아노 치는,125,35,30,5,90,높음,낮음,7,0,0,140,140,110,90,110,140,90,70,90,70,90,70,google+naver,0,0,0,0,0,0
재즈 피아노 독학,125,35,30,5,90,높음,중간,38,695,2961,70,90,90,70,50,70,90,70,70,110,90,90,google+naver,1,0,0,0,0,0
e 코드 피아노,125,35,30,5,90,낮음,낮음,0,0,0,90,70,90,110,110,90,110,70,110,110,110,70,google+naver,0,0,0,0,0,0
say yes 피아노 악보,125,35,30,5,90,낮음,낮음,0,0,0,90,70,110,90,110,90,50,50,70,90,90,70,google+naver,0,0,0,0,0,0
백건 악보,125,35,30,5,90,낮음,낮음,0,0,0,110,110,90,90,110,90,90,40,70,70,70,50,google+naver,0,0,0,0,0,0
시대 를 초월한 마음 악보 계이름,125,35,30,5,90,낮음,낮음,0,0,0,70,40,70,50,90,70,170,140,140,90,110,90,google+naver,0,0,0,0,0,0
스타 인 웨이 가격,125,35,30,5,90,높음,낮음,11,0,0,70,50,70,90,70,110,70,90,110,90,90,50,google+naver,0,0,0,0,0,0
a7 코드 피아노,125,55,50,5,70,낮음,낮음,3,0,0,90,70,70,90,70,70,70,40,70,70,110,90,google+naver,0,0,0,0,0,0
speechless 악보,125,55,50,5,70,낮음,낮음,0,0,0,70,110,90,90,50,70,70,50,50,40,70,90,google+naver,0,0,0,0,0,0
바다 가 보이는 마을 계이름,125,55,50,5,70,낮음,낮음,0,0,0,50,90,90,70,70,70,70,40,50,70,70,90,google+naver,0,0,0,0,0,0
사랑 으로 피아노 악보,125,55,50,5,70,낮음,낮음,0,0,0,140,70,70,110,110,70,40,20,70,50,50,90,google+naver,0,0,0,0,0,0
피아노 b 코드,125,55,50,5,70,낮음,낮음,2,0,0,70,50,50,90,70,70,40,70,90,50,50,50,google+naver,0,0,0,0,0,0
아이 패드 피아노,125,55,50,5,70,높음,낮음,1,0,0,20,20,20,20,20,40,30,70,70,110,170,170,google+naver,0,0,1,0,0,0
c 7 코드 피아노,125,75,70,5,50,중간,낮음,0,0,0,70,70,70,50,50,50,50,70,70,40,50,40,google+naver,0,0,0,0,0,0
피아노 개인 레슨 비용,125,85,80,5,40,높음,낮음,20,743,2098,40,30,30,40,30,40,70,30,50,30,40,40,google+naver,1,0,0,0,0,0
커즈와일 ka70,125,105,100,5,20,높음,높음,71,0,0,30,10,20,30,20,20,30,20,30,20,20,10,google+naver,0,0,0,0,0,0
뮤 디스 mx 100dh,125,115,110,5,10,높음,높음,86,0,0,10,10,10,20,10,10,20,10,10,10,10,10,google+naver,0,0,0,0,0,0
다이나톤 770pro,125,115,110,5,10,높음,중간,57,0,0,10,10,10,10,20,10,20,20,10,20,10,10,google+naver,0,0,0,0,0,0
야마하 p 35,125,115,110,5,10,높음,중간,54,0,0,20,20,10,10,10,20,20,20,10,10,10,10,google+naver,0,0,0,0,0,0
전자 피아노 디시,120,10,5,5,110,높음,중간,47,0,0,110,110,110,140,110,110,140,90,140,110,140,70,google+naver,0,0,0,0,0,0
피아노 디시,120,10,5,5,110,낮음,낮음,6,0,0,90,110,90,140,110,90,90,70,140,90,260,70,google+naver,0,0,0,0,0,0
피아노 학원 디시,120,10,5,5,110,낮음,낮음,0,0,0,90,90,140,90,110,170,90,110,110,140,110,70,google+naver,1,0,0,0,0,0
last christmas 피아노 악보,120,10,5,5,110,낮음,낮음,0,0,0,10,10,30,70,320,720,70,10,10,20,20,10,google+naver,0,0,0,0,0,0
산타 텔미 악보,120,10,5,5,110,낮음,낮음,0,0,0,20,20,40,90,390,720,40,10,10,10,10,40,google+naver,0,0,0,0,0,0
루트비히 판 베토벤 엘리제 를 위하여,120,10,5,5,110,낮음,낮음,0,0,0,140,110,170,140,210,110,70,50,70,90,40,50,google+naver,0,0,0,0,0,0
